1,0
2,0
3,0
4,0
5,0
6,0
7,0
8,0
9,0
10,0
11,0
12,0
13,0
14,0
15,0
16,0
17,0
18,0
19,0
20,0
21,0
22,0
23,0
24,0
25,1,2.087,0.277,13.088,-0.291,0.637,-0.789,1628,865,857,906
26,1,2.1,0.126,13.206,-0.248,0.083,-0.47,1636,895,851,942
27,1,2.07,0.128,13.311,-0.31,-0.075,-0.193,1644,901,835,947
28,1,2.095,0.116,13.319,-0.236,-0.262,-0.166,1648,903,839,951
29,1,2.074,0.126,13.364,-0.279,-0.387,-0.049,1651,904,831,951
30,1,2.078,0.13,13.369,-0.257,-0.521,-0.033,1652,904,831,950
31,1,2.082,0.137,13.372,-0.238,-0.645,-0.025,1653,903,832,950
32,1,2.072,0.144,13.388,-0.252,-0.762,0.013,1654,902,828,949
33,1,2.068,0.13,13.389,-0.252,-0.926,0.013,1653,905,827,951
34,1,2.063,0.114,13.389,-0.252,-1.089,0.013,1652,908,827,954
35,1,2.205,0.532,12.219,0.059,-0.32,-2.478,1562,783,950,818
36,1,2.247,0.736,11.583,0.143,-0.046,-3.71,1512,726,1004,755
37,1,2.255,0.873,11.094,0.154,0.071,-4.574,1473,688,1038,712
38,1,2.242,0.979,10.682,0.124,0.116,-5.236,1438,660,1062,679
39,1,2.216,1.068,10.303,0.07,0.123,-5.798,1405,636,1081,651
40,1,2.183,1.145,9.942,0.005,0.104,-6.297,1374,615,1096,627
41,1,2.147,1.214,9.596,-0.06,0.066,-6.74,1344,597,1110,605
42,1,2.107,1.276,9.258,-0.131,0.016,-7.146,1315,580,1121,586
43,1,2.064,1.335,8.927,-0.203,-0.043,-7.519,1288,565,1132,568
44,1,2.043,1.416,8.673,-0.233,-0.062,-7.74,1269,548,1142,549
45,1,2.036,1.481,8.48,-0.238,-0.112,-7.849,1257,535,1150,535
46,1,2.042,1.534,8.33,-0.223,-0.182,-7.881,1249,525,1159,524
47,1,1.963,1.564,7.889,-0.345,-0.29,-8.385,1211,513,1167,510
48,1,2.016,1.643,7.917,-0.25,-0.317,-8.116,1221,503,1175,499
49,1,2.061,1.704,7.919,-0.174,-0.374,-7.9,1228,494,1182,490
50,1,1.929,1.709,7.321,-0.373,-0.517,-8.622,1174,484,1188,478
51,1,1.83,1.723,6.819,-0.514,-0.644,-9.166,1133,475,1196,468
52,1,1.746,1.743,6.398,-0.627,-0.759,-9.569,1100,466,1201,458
53,1,1.681,1.764,6.009,-0.708,-0.872,-9.907,1072,458,1208,449
54,1,1.623,1.784,5.656,-0.775,-0.983,-10.18,1048,451,1214,442
