1,0
2,0
3,0
4,0
5,0
6,0
7,0
8,0
9,0
10,0
11,0
12,0
13,0
14,0
15,0
16,0
17,0
18,0
19,0
20,0
21,0
22,0
23,0
24,0
25,0
26,0
27,0
28,0
29,0
30,0
31,0
32,0
33,0
34,0
35,0
36,0
37,0
38,0
39,0
40,0
41,1,-0.419,1.715,-8.591,-9.576,-5.06,-33.463,491,371,1364,370
42,1,-0.45,1.708,-8.658,-9.322,-5.067,-32.491,488,371,1363,370
43,1,-0.456,1.72,-8.591,-9.022,-5.033,-31.268,488,371,1362,369
44,1,-0.437,1.742,-8.428,-8.681,-4.981,-29.889,492,371,1360,369
45,1,-0.398,1.774,-8.194,-8.314,-4.913,-28.43,497,370,1359,368
46,1,-0.345,1.806,-7.915,-7.939,-4.85,-26.951,505,370,1357,368
47,1,-0.289,1.841,-7.608,-7.575,-4.787,-25.497,513,369,1355,367
48,1,-0.23,1.88,-7.276,-7.226,-4.724,-24.069,521,369,1353,366
49,1,-0.167,1.914,-6.946,-6.888,-4.678,-22.721,531,369,1352,366
50,1,-0.103,1.946,-6.611,-6.565,-4.639,-21.432,540,369,1350,366
51,1,-0.041,1.975,-6.282,-6.262,-4.612,-20.219,549,369,1348,366
52,1,0.022,2.002,-5.951,-5.971,-4.594,-19.061,559,369,1346,366
53,1,0.083,2.028,-5.621,-5.7,-4.582,-17.96,569,370,1343,366
54,1,0.143,2.048,-5.292,-5.44,-4.582,-16.913,579,370,1341,367
55,1,0.204,2.066,-4.97,-5.192,-4.588,-15.924,588,371,1339,367
56,1,0.266,2.081,-4.646,-4.954,-4.602,-14.977,599,372,1337,368
57,1,0.326,2.094,-4.332,-4.728,-4.622,-14.086,609,374,1335,369
58,1,0.385,2.101,-4.024,-4.514,-4.653,-13.242,619,375,1332,370
59,1,0.444,2.106,-3.711,-4.308,-4.687,-12.426,629,377,1330,372
60,1,0.503,2.108,-3.404,-4.111,-4.729,-11.651,639,379,1328,374
61,1,0.56,2.106,-3.102,-3.925,-4.775,-10.914,650,381,1325,376
62,1,0.617,2.101,-2.809,-3.746,-4.827,-10.219,660,384,1323,378
63,1,0.671,2.096,-2.508,-3.577,-4.881,-9.538,671,386,1320,380
64,1,0.728,2.086,-2.21,-3.411,-4.94,-8.887,681,389,1318,383
65,1,0.783,2.074,-1.919,-3.253,-5.003,-8.269,692,392,1315,386
66,1,0.837,2.06,-1.623,-3.103,-5.068,-7.666,703,396,1312,389
67,1,0.888,2.039,-1.34,-2.962,-5.143,-7.102,714,400,1310,393
68,1,0.94,2.016,-1.054,-2.825,-5.219,-6.553,725,404,1307,397
69,1,0.993,1.991,-0.773,-2.69,-5.297,-6.029,736,408,1304,401
70,1,1.043,1.965,-0.492,-2.564,-5.376,-5.523,747,413,1301,405
71,1,1.09,1.934,-0.206,-2.446,-5.46,-5.026,758,418,1297,410
72,1,1.142,1.903,0.075,-2.326,-5.544,-4.552,770,423,1294,415
73,1,1.19,1.867,0.352,-2.214,-5.632,-4.097,781,428,1291,420
74,1,1.24,1.829,0.626,-2.103,-5.723,-3.66,793,434,1288,426
75,1,1.287,1.789,0.896,-1.999,-5.815,-3.241,804,440,1284,432
76,1,1.338,1.744,1.153,-1.893,-5.912,-2.851,816,446,1281,438
77,1,1.384,1.696,1.417,-1.797,-6.01,-2.464,828,453,1278,445
78,1,1.429,1.647,1.684,-1.704,-6.108,-2.084,840,460,1274,452
79,1,1.477,1.596,1.943,-1.611,-6.208,-1.725,852,467,1270,459
80,1,1.523,1.542,2.201,-1.523,-6.311,-1.376,864,475,1267,467
81,1,1.565,1.485,2.465,-1.442,-6.414,-1.031,876,483,1262,475
82,1,1.541,1.376,2.447,-1.442,-6.578,-1.031,873,492,1260,484
83,1,1.633,1.351,2.906,-1.303,-6.64,-0.468,897,500,1254,493
84,1,1.689,1.297,3.208,-1.212,-6.735,-0.104,912,508,1250,502
85,1,1.737,1.238,3.49,-1.132,-6.834,0.228,927,518,1245,511
86,1,1.781,1.168,3.742,-1.059,-6.945,0.517,940,527,1241,521
87,1,1.828,1.092,3.976,-0.984,-7.061,0.778,953,538,1237,532
88,1,1.868,1.018,4.224,-0.92,-7.172,1.049,966,548,1232,543
89,1,1.907,0.942,4.473,-0.858,-7.284,1.313,979,559,1227,555
90,1,1.947,0.863,4.716,-0.796,-7.398,1.565,993,570,1222,567
91,1,1.988,0.783,4.962,-0.734,-7.51,1.815,1007,582,1217,579
92,1,2.021,0.694,5.185,-0.683,-7.631,2.033,1019,594,1212,592
93,1,2.063,0.611,5.428,-0.623,-7.744,2.267,1033,607,1207,606
94,1,2.101,0.524,5.672,-0.569,-7.859,2.497,1048,620,1202,620
95,1,2.142,0.434,5.906,-0.513,-7.974,2.711,1062,633,1196,634
96,1,2.178,0.34,6.135,-0.463,-8.094,2.914,1076,647,1191,649
97,1,2.215,0.243,6.368,-0.415,-8.213,3.117,1091,661,1185,665
98,1,2.255,0.144,6.596,-0.363,-8.334,3.31,1106,676,1180,681
99,1,2.292,0.039,6.818,-0.316,-8.458,3.493,1120,692,1174,699
100,1,2.328,0.06,7.047,-0.271,4.264,3.679,1136,695,1168,703
101,1,2.352,0.1,7.223,-0.24,4.068,3.803,1147,696,1164,703
102,1,2.372,0.157,7.367,-0.214,3.895,3.89,1157,693,1160,701
103,1,2.4,0.227,7.527,-0.179,3.738,3.992,1169,690,1157,698
104,1,2.426,0.298,7.666,-0.148,3.585,4.07,1179,686,1154,694
105,1,2.448,0.366,7.797,-0.122,3.432,4.138,1188,682,1151,690
106,1,2.469,0.432,7.926,-0.098,3.279,4.202,1198,678,1148,686
107,1,2.487,0.499,8.052,-0.077,3.13,4.262,1207,674,1145,682
108,1,2.507,0.56,8.174,-0.054,2.977,4.316,1216,671,1142,678
109,1,2.527,0.621,8.3,-0.032,2.827,4.373,1226,667,1139,675
110,1,2.542,0.678,8.409,-0.016,2.675,4.41,1234,664,1136,671
111,1,2.564,0.73,8.533,0.007,2.521,4.463,1244,661,1133,668
112,1,2.583,0.779,8.654,0.028,2.367,4.513,1253,658,1130,666
113,1,2.603,0.826,8.779,0.047,2.212,4.564,1263,656,1127,664
114,1,2.623,0.868,8.895,0.067,2.055,4.606,1273,654,1124,662
115,1,2.641,0.909,9.014,0.086,1.9,4.65,1282,653,1120,660
116,1,2.659,0.946,9.133,0.102,1.743,4.693,1292,652,1117,659
117,1,2.68,0.98,9.249,0.122,1.586,4.732,1302,651,1114,658
118,1,2.697,1.008,9.366,0.138,1.426,4.771,1312,650,1110,658
119,1,2.716,1.035,9.484,0.155,1.268,4.81,1322,650,1106,658
120,1,2.734,1.057,9.595,0.171,1.106,4.843,1331,650,1103,659
121,1,2.75,1.079,9.708,0.184,0.948,4.876,1341,651,1099,659
122,1,2.767,1.097,9.824,0.199,0.788,4.911,1351,652,1095,661
123,1,2.785,1.109,9.939,0.214,0.625,4.944,1361,653,1091,663
124,1,2.802,1.122,10.053,0.227,0.465,4.977,1371,655,1087,664
125,1,2.821,1.13,10.166,0.243,0.303,5.007,1382,657,1083,667
126,1,2.838,1.133,10.278,0.256,0.139,5.037,1392,659,1079,670
127,1,2.854,1.134,10.387,0.268,-0.024,5.062,1402,662,1075,673
128,1,2.871,1.133,10.499,0.281,-0.187,5.09,1413,665,1071,677
129,1,2.89,1.128,10.605,0.296,-0.351,5.112,1423,669,1067,682
130,1,2.907,1.121,10.715,0.308,-0.515,5.137,1433,673,1063,686
131,1,2.923,1.108,10.823,0.319,-0.681,5.159,1444,677,1058,692
132,1,2.941,1.096,10.931,0.332,-0.844,5.182,1455,682,1054,697
133,1,2.956,1.079,11.041,0.341,-1.009,5.205,1465,687,1049,704
134,1,2.971,1.057,11.149,0.35,-1.176,5.226,1476,693,1045,711
135,1,2.987,1.035,11.256,0.361,-1.341,5.246,1487,699,1040,718
136,1,3.004,1.01,11.362,0.371,-1.506,5.264,1498,705,1035,725
137,1,3.019,0.982,11.467,0.38,-1.67,5.282,1508,712,1030,734
138,1,3.035,0.949,11.569,0.39,-1.837,5.296,1519,720,1026,743
139,1,3.051,0.915,11.676,0.4,-2.004,5.315,1531,727,1021,752
140,1,3.07,0.878,11.783,0.412,-2.169,5.333,1542,736,1016,762
141,1,3.088,0.839,11.883,0.423,-2.334,5.344,1553,744,1011,772
142,1,3.101,0.794,11.983,0.429,-2.502,5.354,1564,753,1006,783
143,1,3.114,0.748,12.083,0.435,-2.669,5.365,1575,763,1000,795
144,1,3.128,0.697,12.184,0.442,-2.837,5.377,1586,773,995,808
145,1,3.143,0.645,12.282,0.45,-3.004,5.386,1597,784,990,820
146,1,3.159,0.589,12.383,0.458,-3.172,5.396,1609,795,984,834
147,1,3.174,0.532,12.482,0.465,-3.338,5.405,1620,807,979,848
148,1,3.188,0.471,12.581,0.471,-3.505,5.414,1632,819,973,863
149,1,3.203,0.407,12.679,0.478,-3.673,5.422,1643,831,967,878
150,1,3.221,0.338,12.775,0.488,-3.843,5.427,1655,845,962,895
151,1,3.235,0.269,12.872,0.494,-4.01,5.434,1667,858,956,912
152,1,3.249,0.196,12.965,0.5,-4.178,5.436,1678,872,951,929
153,1,3.263,0.121,13.06,0.506,-4.345,5.44,1690,887,945,947
154,1,3.277,0.044,13.154,0.511,-4.512,5.444,1701,902,939,966
155,1,3.288,0.037,13.249,0.513,2.342,5.447,1713,908,933,973
156,1,3.302,0.09,13.35,0.519,2.194,5.458,1726,905,927,971
157,1,3.318,0.147,13.453,0.526,2.051,5.47,1740,902,921,968
158,1,3.335,0.201,13.559,0.534,1.909,5.484,1755,899,915,966
159,1,3.354,0.253,13.661,0.544,1.767,5.495,1769,896,910,964
160,1,3.373,0.307,13.766,0.554,1.629,5.508,1784,894,904,962
161,1,3.393,0.357,13.87,0.564,1.489,5.52,1799,891,898,961
162,1,3.412,0.403,13.973,0.574,1.348,5.531,1814,889,892,960
163,1,3.431,0.447,14.077,0.583,1.207,5.542,1830,888,886,959
